9.978366,12.179952,-11.954994,254.537186
4.356494,5.069811,-5.832886,43.989758
-12.210818,2.942274,-0.007870,88.094955
2.073684,3.891091,11.991793,79.613670
-5.902702,4.441204,2.909898,28.191864
-4.426609,3.647580,7.077214,34.991264
-10.188588,1.783524,2.500351,45.263824
-22.549004,15.417281,-1.766019,288.927399
6.288259,5.295215,6.672110,40.864952
-6.615649,5.939793,-3.990616,34.272926
4.442073,9.125221,-14.922634,115.067116
-3.351821,3.572790,3.232925,11.840160
-15.160581,-3.391817,7.410243,101.349854
-4.656190,-1.928494,5.455064,18.713326
9.781727,13.775008,-12.029016,139.749863
-18.793062,-4.083503,-2.930602,112.862915
-15.734615,-2.355097,2.150858,75.814316
-1.817784,-0.126374,0.425689,1.000018
9.019275,12.145309,-11.047967,98.753311
-11.066559,7.349364,-8.042645,67.122345
-19.067665,0.746694,-10.493265,130.903412
-14.618177,-2.764189,0.698412,60.946842
13.336393,18.847666,-11.430188,171.140076
1.544853,6.652510,-5.242953,18.524721
-8.496883,1.564388,-5.570593,25.358707
-5.439323,6.633121,-12.307344,53.215832
-17.625322,3.643199,-9.073661,95.356667
-22.323801,-2.392666,2.883102,119.936363
-16.437784,18.721041,-16.674776,209.980438
-6.149154,-7.067236,14.061936,65.426109
-23.837841,-5.543788,-0.512525,136.694717
15.602929,22.324400,-9.155733,186.445404
-9.332026,3.019487,2.197696,22.564117
7.311174,14.360174,-10.414466,81.236450
-12.959278,16.382721,-8.855387,113.175125
-15.975940,-1.922172,3.159159,58.796436
4.741385,9.694823,-15.757018,79.022514
-12.864392,-3.971460,-15.767272,92.531685
9.095381,12.853629,-11.270815,79.387413
10.243268,-5.453689,7.072140,38.777187
18.948301,2.525288,-12.530673,109.390961
-21.726170,-19.042173,0.986012,174.965088
18.920675,-5.320311,-14.523624,123.906708
-7.876184,1.172077,7.579253,24.615553
12.709160,17.566669,-15.168562,140.659958
-1.348907,-7.103412,-14.081167,49.642998
-9.872683,-0.349087,21.354467,109.282677
-14.154641,-7.855786,1.488864,52.170197
-14.830096,-1.719292,9.049959,59.013485
-2.766308,6.184350,-18.149927,72.602478
-24.465467,-3.671844,1.146696,117.129028
12.935076,18.217657,-9.496687,112.240829
15.287736,11.480898,-0.385885,68.872536
5.209761,11.173260,-17.565815,86.262024
